0 0 0
100 4950 100
200 19900 200
300 44850 300
400 79800 400
500 124750 500
600 179700 600
700 244650 700
800 319600 800
900 404550 900
1000 499500 1000
1100 604450 1100
1200 719400 1200
1300 844350 1300
1400 979300 1400
1500 1124250 1500
1600 1279200 1600
1700 1444150 1700
1800 1619100 1800
1900 1804050 1900
2000 1999000 2000
2100 2203950 2100
2200 2418900 2200
2300 2643850 2300
2400 2878800 2400
2500 3123750 2500
2600 3378700 2600
2700 3643650 2700
2800 3918600 2800
2900 4203550 2900
3000 4498500 3000
3100 4803450 3100
3200 5118400 3200
3300 5443350 3300
3400 5778300 3400
3500 6123250 3500
3600 6478200 3600
3700 6843150 3700
3800 7218100 3800
3900 7603050 3900
4000 7998000 4000
4100 8402950 4100
4200 8817900 4200
4300 9242850 4300
4400 9677800 4400
4500 10122750 4500
4600 10577700 4600
4700 11042650 4700
4800 11517600 4800
4900 12002550 4900
5000 12497500 5000
5100 13002450 5100
5200 13517400 5200
5300 14042350 5300
5400 14577300 5400
5500 15122250 5500
5600 15677200 5600
5700 16242150 5700
5800 16817100 5800
5900 17402050 5900
6000 17997000 6000
6100 18601950 6100
6200 19216900 6200
6300 19841850 6300
6400 20476800 6400
6500 21121750 6500
6600 21776700 6600
6700 22441650 6700
6800 23116600 6800
6900 23801550 6900
7000 24496500 7000
7100 25201450 7100
7200 25916400 7200
7300 26641350 7300
7400 27376300 7400
7500 28121250 7500
7600 28876200 7600
7700 29641150 7700
7800 30416100 7800
7900 31201050 7900
8000 31996000 8000
8100 32800950 8100
8200 33615900 8200
8300 34440850 8300
8400 35275800 8400
8500 36120750 8500
8600 36975700 8600
8700 37840650 8700
8800 38715600 8800
8900 39600550 8900
9000 40495500 9000
9100 41400450 9100
9200 42315400 9200
9300 43240350 9300
9400 44175300 9400
9500 45120250 9500
9600 46075200 9600
9700 47040150 9700
9800 48015100 9800
9900 49000050 9900
10000 49995000 10000
